"x1","x2","x3","x4","dist_x_interest","no_changed","dist_train","dist_x_interest_all","no_changed_all","id","job.id","problem","algorithm","dataset","n_synth","node_selector","weight_coverage","weight_proximity","cf_method"
0,0.32412297,1,-0.402279314900577,0.0117257226545165,1,0.00186174104311406,0.0186459697858193,1.05882352941176,10,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
0,0.32412297,1,-0.135485195410892,0.0170899856000769,1,0.000793850160723038,0.0186459697858193,1.05882352941176,10,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
0,0.32412297,1,-0.436881538121201,0.0110299973356397,1,0.0025574663619908,0.0186459697858193,1.05882352941176,10,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
0,0.32412297,1,-0.358644780283056,0.0126030550246724,1,0.00104139415312023,0.0186459697858193,1.05882352941176,10,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
0,0.32412297,1,-0.404556036489888,0.011679946033644,1,0.00190751766398658,0.0186459697858193,1.05882352941176,10,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
0,0.32412297,1,-0.390959953423075,0.0119533139952001,1,0.00163414970243043,0.0186459697858193,1.05882352941176,10,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
0,0.32412297,1,-0.126004541395663,0.0172806071967254,1,0.000603228564074488,0.0186459697858193,1.05882352941176,10,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
0,0.32412297,1,-0.146909763256177,0.0168602789405796,1,0.00102355682022036,0.0186459697858193,1.05882352941176,10,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
0,0.32412297,1,-0.128660297154878,0.0172272095722243,1,0.000656626188575603,0.0186459697858193,1.05882352941176,10,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
0,0.32412297,1,-0.410489890742044,0.0115606377274861,1,0.00202682597014446,0.0186459697858193,1.05882352941176,10,16,"sim","cfs","bn_1","NA","NA","NA","NA","MOC"
